Frequecy,Amp
1248500000,-67.38712814
1249500000,-66.79113195
1250500000,-66.85558704
1251500000,-67.36922757
1252500000,-67.57494519
1253500000,-67.2651774
1254500000,-67.18497909
1255500000,-67.36189962
1256500000,-67.49239673
1257500000,-67.42214487
1258500000,-67.510665
1259500000,-67.34083933
1260500000,-67.4030119
1261500000,-67.51852255
1262500000,-67.53608505
1263500000,-67.55041826
1264500000,-67.35538336
1265500000,-67.54564654
1266500000,-67.49452847
1267500000,-67.69420825
1268500000,-67.55091625
1269500000,-67.63929705
1270500000,-67.59026174
1271500000,-67.42295705
1272500000,-67.73415309
1273500000,-67.51641076
1274500000,-67.41905202
1275500000,-67.37307979
1276500000,-67.56910167
1277500000,-67.62147196
1278500000,-67.46076798
1279500000,-67.39815719
1280500000,-67.05391301
1281500000,-66.90176896
1282500000,-67.24789703
1283500000,-67.4625796
1284500000,-67.34734765
1285500000,-67.43276441
1286500000,-67.45894408
1287500000,-67.58070117
1288500000,-67.63384342
1289500000,-67.4423369
1290500000,-67.38175703
1291500000,-67.38109938
1292500000,-67.54229693
1293500000,-67.10416329
1294500000,-67.22369885
1295500000,-67.33950289
1296500000,-67.49765506
1297500000,-67.41144959
1298500000,-67.38546023
1299500000,-67.51121653
1300500000,-67.22003428
1301500000,-67.22943129
1302500000,-67.47544891
1303500000,-67.48127349
1304500000,-67.1883812
1305500000,-67.24829743
1306500000,-67.25557017
1307500000,-67.46759293
1308500000,-67.48271953
1309500000,-67.05192552
1310500000,-67.24952949
1311500000,-66.99401974
1312500000,-66.60127146
1313500000,-66.94269742
1314500000,-67.22245268
1315500000,-67.12061568
1316500000,-67.33566873
1317500000,-67.47617525
1318500000,-66.96923811
1319500000,-66.81699228
1320500000,-67.31104799
1321500000,-67.51482087
1322500000,-67.62440134
1323500000,-67.57227839
1324500000,-67.29680482
1325500000,-67.1171135
1326500000,-67.36290162
1327500000,-67.37590918
1328500000,-67.47832162
1329500000,-67.16058094
1330500000,-67.31700953
1331500000,-67.40522545
1332500000,-67.2901808
1333500000,-67.16831328
1334500000,-66.96228715
1335500000,-67.29395428
1336500000,-67.4560267
1337500000,-67.36036287
1338500000,-67.09743523
1339500000,-66.9647011
1340500000,-67.25044517
1341500000,-67.45987254
1342500000,-67.53928024
1343500000,-67.00195484
1344500000,-67.02660253
1345500000,-67.24989173
1346500000,-67.31676205
1347500000,-67.36336491
1348500000,-67.27840464
1349500000,-67.12085853
1350500000,-66.52629715
1351500000,-67.03339649
1352500000,-67.0414633
1353500000,-66.49415359
1354500000,-66.32881835
1355500000,-67.00244851
1356500000,-66.82838697
1357500000,-66.88733208
1358500000,-66.871593
1359500000,-66.50691415
1360500000,-67.0022645
1361500000,-66.98324255
1362500000,-67.26377742
1363500000,-67.24577844
1364500000,-67.03881641
1365500000,-67.21586348
1366500000,-67.13146386
1367500000,-67.25998751
1368500000,-67.46777254
1369500000,-67.07481812
1370500000,-66.44587879
1371500000,-66.50034273
1372500000,-66.65997033
1373500000,-66.15931148
1374500000,-65.54468113
1375500000,-65.68832134
1376500000,-66.31469234
1377500000,-66.49841798
1378500000,-66.40379342
1379500000,-66.41583433
1380500000,-67.32116843
1381500000,-67.49196843
1382500000,-67.46963741
1383500000,-67.47707501
1384500000,-67.18474952
1385500000,-67.42319446
1386500000,-67.39672166
1387500000,-67.55152697
1388500000,-67.20356846
1389500000,-67.14016837
1390500000,-66.47268213
1391500000,-66.64668132
1392500000,-66.84292814
1393500000,-66.65171395
1394500000,-66.64793613
1395500000,-66.60865058
1396500000,-66.40188423
1397500000,-66.58835626
1398500000,-66.39645736
1399500000,-66.61413337
1400500000,-66.81842876
1401500000,-66.57332797
1402500000,-66.80939589
1403500000,-66.66112901
1404500000,-66.20630446
1405500000,-66.50925044
1406500000,-66.04279449
1407500000,-66.53388102
1408500000,-66.74862769
1409500000,-66.57511983
1410500000,-66.22156783
1411500000,-66.40480198
1412500000,-66.49389459
1413500000,-66.61992709
1414500000,-66.61258614
1415500000,-66.28470874
1416500000,-66.63772215
1417500000,-66.74690048
1418500000,-66.60589865
1419500000,-66.59383996
1420500000,-67.02941447
1421500000,-66.77702182
1422500000,-66.76858634
1423500000,-66.59274053
1424500000,-66.50929517
1425500000,-66.817883
1426500000,-66.65993995
1427500000,-66.55947078
1428500000,-66.59949702
1429500000,-66.57976958
1430500000,-66.93901537
1431500000,-67.00651523
1432500000,-66.90527398
1433500000,-66.80852834
1434500000,-67.21200377
1435500000,-66.6863274
1436500000,-66.71397586
1437500000,-66.42937566
1438500000,-66.941854
1439500000,-67.41084523
1440500000,-66.56496666
1441500000,-66.85194252
1442500000,-66.69775159
1443500000,-66.76631763
1444500000,-66.71282311
1445500000,-66.77268251
1446500000,-66.80729285
1447500000,-66.75952257
1448500000,-66.55682138
1449500000,-66.50010222
1450500000,-66.78441412
1451500000,-67.47064861
1452500000,-67.45619589
1453500000,-67.52841492
1454500000,-67.44571209
1455500000,-67.43356351
1456500000,-67.54648228
1457500000,-67.55762381
1458500000,-67.59617459
1459500000,-67.39124258
1460500000,-66.71732326
1461500000,-66.72381663
1462500000,-66.79210089
1463500000,-66.89078519
1464500000,-66.83559352
1465500000,-66.7379092
1466500000,-66.84253943
1467500000,-66.86817721
1468500000,-66.72025487
1469500000,-66.72272894
1470500000,-67.52096421
1471500000,-67.6279499
1472500000,-67.48717554
1473500000,-67.46645829
1474500000,-67.31869797
1475500000,-67.31426964
1476500000,-67.61058756
1477500000,-67.64005903
1478500000,-67.59312585
1479500000,-67.50858151
1480500000,-66.9174743
1481500000,-67.01862032
1482500000,-67.28388871
1483500000,-66.93459157
1484500000,-67.03490762
1485500000,-66.62144537
1486500000,-66.74810586
1487500000,-66.82196883
1488500000,-67.14896346
1489500000,-67.29510983
1490500000,-67.52310617
1491500000,-67.70088038
1492500000,-67.67397919
1493500000,-67.48212868
1494500000,-67.62396474
1495500000,-67.32219416
1496500000,-67.46141344
1497500000,-67.60140179
1498500000,-67.45303725
1499500000,-67.0297911
1500500000,-66.55149548
1501500000,-67.01697419
1502500000,-67.28701298
1503500000,-67.28667774
1504500000,-67.49184378
1505500000,-66.88286712
1506500000,-67.27223474
1507500000,-67.42341012
1508500000,-67.5006386
1509500000,-67.28513795
1510500000,-67.242292
1511500000,-67.46764435
1512500000,-67.42570854
1513500000,-67.23471601
1514500000,-66.98620588
1515500000,-67.3657043
1516500000,-67.67018027
1517500000,-67.46143545
1518500000,-67.29663038
1519500000,-67.29097929
1520500000,-67.23084804
1521500000,-67.46848517
1522500000,-67.43308681
1523500000,-67.54759342
1524500000,-67.53143377
1525500000,-67.39786358
1526500000,-67.51639397
1527500000,-67.43609046
1528500000,-67.53876548
1529500000,-67.35615827
1530500000,-67.3158323
1531500000,-67.25829106
1532500000,-67.44082321
1533500000,-67.33844154
1534500000,-67.20062181
1535500000,-67.37050798
1536500000,-67.45034903
1537500000,-67.54108287
1538500000,-67.50517174
1539500000,-67.27565675
1540500000,-67.64471168
1541500000,-67.45634158
1542500000,-67.58274203
1543500000,-67.61521381
1544500000,-67.53915112
1545500000,-67.48316494
1546500000,-67.36289284
1547500000,-67.51566834
1548500000,-67.61655606
1549500000,-67.29340659
1550500000,-67.5525321
1551500000,-67.43671942
1552500000,-67.68687196
1553500000,-67.71426592
1554500000,-67.56414306
1555500000,-67.39800483
1556500000,-67.4956567
1557500000,-67.44654652
1558500000,-67.55866156
1559500000,-67.52470923
1560500000,-67.61132523
1561500000,-67.4305559
1562500000,-67.32685201
1563500000,-67.36009174
1564500000,-67.46577083
1565500000,-67.56356705
1566500000,-67.56526519
1567500000,-67.58886512
1568500000,-67.42997021
1569500000,-67.39331472
1570500000,-67.54020541
1571500000,-67.60958483
1572500000,-67.66423009
1573500000,-67.39041043
1574500000,-67.34737217
1575500000,-67.26213757
1576500000,-67.6009696
1577500000,-67.54767343
1578500000,-67.35034941
1579500000,-67.3433872
1580500000,-67.49116485
1581500000,-67.32066774
1582500000,-67.5089414
1583500000,-67.52171069
1584500000,-67.49372789
1585500000,-67.71672385
1586500000,-67.5673944
1587500000,-67.6857123
1588500000,-67.70035315
1589500000,-67.26958158
1590500000,-67.37148736
1591500000,-67.2999453
1592500000,-67.21700454
1593500000,-67.01052072
1594500000,-67.13256369
1595500000,-67.40887254
1596500000,-67.64073664
1597500000,-67.43908884
1598500000,-67.35981333
1599500000,-67.36374782
1600500000,-67.06754317
1601500000,-66.82356078
1602500000,-67.10799775
1603500000,-67.25548269
1604500000,-67.40085925
1605500000,-67.27864995
1606500000,-67.30146512
1607500000,-67.45764972
1608500000,-67.53189499
1609500000,-67.29275588
1610500000,-67.25578165
1611500000,-67.2652106
1612500000,-67.39327412
1613500000,-67.40227978
1614500000,-67.4338517
1615500000,-67.16873201
1616500000,-67.39672686
1617500000,-67.32781461
1618500000,-67.42904437
1619500000,-67.11065788
1620500000,-67.10649137
1621500000,-67.39755085
1622500000,-67.4746959
1623500000,-67.5221087
1624500000,-67.02280504
1625500000,-67.01712815
1626500000,-67.20724731
1627500000,-67.3745651
1628500000,-67.65898064
1629500000,-67.31667285
1630500000,-67.29121158
1631500000,-67.49387781
1632500000,-67.55631377
1633500000,-67.40399023
1634500000,-67.34458451
1635500000,-67.17030039
1636500000,-67.62353573
1637500000,-67.5626133
1638500000,-67.35592903
1639500000,-67.22955522
1640500000,-67.5625631
1641500000,-67.52659691
1642500000,-67.73953727
1643500000,-67.75702265
1644500000,-67.49693249
1645500000,-67.79717744
1646500000,-67.64566993
1647500000,-67.69641243
1648500000,-67.75821965
1649500000,-67.49628279
1650500000,-67.59867846
1651500000,-67.7009648
1652500000,-67.76041034
1653500000,-67.67282294
1654500000,-67.63210493
1655500000,-67.29488067
1656500000,-67.5397559
1657500000,-67.77550094
1658500000,-67.66338702
1659500000,-67.78882996
1660500000,-67.69389297
1661500000,-67.69897942
1662500000,-67.6248422
1663500000,-67.62602547
1664500000,-67.39871493
1665500000,-67.62712014
1666500000,-67.61955688
1667500000,-67.68062755
1668500000,-67.4765292
1669500000,-67.16694041
1670500000,-67.54082448
1671500000,-67.60836367
1672500000,-67.88180914
1673500000,-67.72166969
1674500000,-67.4854706
1675500000,-67.44564358
1676500000,-67.6912915
1677500000,-67.73234892
1678500000,-67.47266009
1679500000,-67.55966932
1680500000,-67.42693923
1681500000,-67.34055958
1682500000,-67.52188516
1683500000,-67.57950701
1684500000,-67.23548066
1685500000,-67.20059945
1686500000,-66.97442423
1687500000,-66.84074273
1688500000,-67.02616191
1689500000,-67.10262628
1690500000,-67.46983807
1691500000,-67.57214988
1692500000,-67.9397324
1693500000,-67.73892199
1694500000,-67.4669151
1695500000,-67.46924001
1696500000,-67.41957066
1697500000,-67.53766543
1698500000,-67.31294219
1699500000,-67.14806407
1700500000,-67.48762563
1701500000,-67.44259316
1702500000,-67.58071863
1703500000,-67.62947452
1704500000,-67.27972585
1705500000,-67.4311005
1706500000,-67.46398399
1707500000,-67.630094
1708500000,-67.34327364
1709500000,-67.29776645
1710500000,-67.45848327
1711500000,-67.62903939
1712500000,-67.84259268
1713500000,-67.69502619
1714500000,-67.5750649
1715500000,-67.54234028
1716500000,-67.48502969
1717500000,-67.63778395
1718500000,-67.52027934
1719500000,-67.40181327
1720500000,-67.51971654
1721500000,-67.50923905
1722500000,-67.73368314
1723500000,-67.58837654
1724500000,-67.41477156
1725500000,-67.64358568
1726500000,-67.63769612
1727500000,-67.74157804
1728500000,-67.86838679
1729500000,-67.84602146
1730500000,-67.38203093
1731500000,-67.6818726
1732500000,-67.62141804
1733500000,-67.63229866
1734500000,-67.43249556
1735500000,-67.71641258
1736500000,-67.80781704
1737500000,-67.77580736
1738500000,-67.55308944
1739500000,-67.4927502
1740500000,-67.23137651
1741500000,-67.42803632
1742500000,-67.5830487
1743500000,-67.63451541
1744500000,-67.36334948
1745500000,-67.09145031
1746500000,-67.27897162
1747500000,-67.36677511
1748500000,-67.18341754
1749500000,-66.65663268
1750500000,-66.88242513
1751500000,-67.4855491
1752500000,-67.56620975
1753500000,-67.34829062
1754500000,-67.2606017
1755500000,-67.36960828
1756500000,-67.45291711
1757500000,-67.46693755
1758500000,-67.27234293
1759500000,-67.36110011
1760500000,-67.67275885
1761500000,-67.66036859
1762500000,-67.70487734
1763500000,-67.66395087
1764500000,-67.59530397
1765500000,-67.42737429
1766500000,-67.56549564
1767500000,-67.72675365
1768500000,-67.41967364
1769500000,-67.44872716
1770500000,-67.80732058
1771500000,-67.71359592
1772500000,-67.74965849
1773500000,-67.65674694
1774500000,-67.740289
1775500000,-67.43392819
1776500000,-67.82883117
1777500000,-67.82126164
1778500000,-67.72250616
1779500000,-67.67905265
1780500000,-67.39375807
1781500000,-67.29142931
1782500000,-67.63572677
1783500000,-67.65382751
1784500000,-67.45474746
1785500000,-67.08884708
1786500000,-67.47350395
1787500000,-67.65762076
1788500000,-67.58947214
1789500000,-67.26158319
1790500000,-67.6369682
1791500000,-67.68248771
1792500000,-67.6762552
1793500000,-67.52481872
1794500000,-67.32607609
1795500000,-67.43676377
1796500000,-67.49856995
1797500000,-67.53716378
1798500000,-67.39050518
1799500000,-67.22494263
1800500000,-67.46154649
1801500000,-67.46745156
1802500000,-67.66691196
1803500000,-67.80749873
1804500000,-67.51911037
1805500000,-67.31018694
1806500000,-67.44277582
1807500000,-67.64432625
1808500000,-67.82125122
1809500000,-67.55939878
1810500000,-67.28928635
1811500000,-67.31792098
1812500000,-67.18333503
1813500000,-67.13343454
1814500000,-67.39213757
1815500000,-67.32859403
1816500000,-67.64443083
1817500000,-67.77636024
1818500000,-67.43986966
1819500000,-67.28578635
1820500000,-67.5976232
1821500000,-67.88751339
1822500000,-68.04273373
1823500000,-67.71272099
1824500000,-67.52407644
1825500000,-67.77219532
1826500000,-67.6481193
1827500000,-67.86174108
1828500000,-67.93226646
1829500000,-67.82369794
1830500000,-67.73854992
1831500000,-67.88971067
1832500000,-67.9759922
1833500000,-67.8039156
1834500000,-67.72234094
1835500000,-67.64547816
1836500000,-67.84754372
1837500000,-67.90676599
1838500000,-67.69068154
1839500000,-67.85891349
1840500000,-67.59464153
1841500000,-67.66233071
1842500000,-67.80412211
1843500000,-67.61904667
1844500000,-67.48927203
1845500000,-67.58480198
1846500000,-67.92759807
1847500000,-67.88922041
1848500000,-67.91399619
1849500000,-67.61886329
1850500000,-67.55041672
1851500000,-67.65173254
1852500000,-67.84914435
1853500000,-67.70815572
1854500000,-67.5541624
1855500000,-67.71427621
1856500000,-67.86973264
1857500000,-68.01731006
1858500000,-67.94952727
1859500000,-67.70442454
1860500000,-67.20775877
1861500000,-66.93703622
1862500000,-67.28907623
1863500000,-67.38719615
1864500000,-67.17886352
1865500000,-66.90386773
1866500000,-67.09930827
1867500000,-67.10084353
1868500000,-67.2253773
1869500000,-66.86983863
1870500000,-67.19792612
1871500000,-67.01220016
1872500000,-67.03780303
1873500000,-66.74547196
1874500000,-65.35659877
1875500000,-65.01799625
1876500000,-66.95076993
1877500000,-67.15196942
1878500000,-66.98426315
1879500000,-66.91194033
1880500000,-67.50939514
1881500000,-67.57161117
1882500000,-67.67089565
1883500000,-67.64544066
1884500000,-67.38206478
1885500000,-67.63222462
1886500000,-67.63730391
1887500000,-67.88660443
1888500000,-67.79818049
1889500000,-67.56711008
1890500000,-67.53750101
1891500000,-67.6920572
1892500000,-67.79662957
1893500000,-67.71366958
1894500000,-67.45900188
1895500000,-67.46729871
1896500000,-67.87131048
1897500000,-67.91609106
1898500000,-67.61956275
1899500000,-67.71148399
1900500000,-67.53919132
1901500000,-67.48557604
1902500000,-67.61291141
1903500000,-67.51569854
1904500000,-67.47597725
1905500000,-67.67437571
1906500000,-67.64286465
1907500000,-67.57911936
1908500000,-67.62833946
1909500000,-67.66834318
1910500000,-67.40614306
1911500000,-67.63888281
1912500000,-67.69146358
1913500000,-67.49926325
1914500000,-67.63419491
1915500000,-67.61415642
1916500000,-67.72300176
1917500000,-67.86770722
1918500000,-67.55841794
1919500000,-67.70690114
1920500000,-67.44538552
1921500000,-67.66549454
1922500000,-67.72177805
1923500000,-67.50159751
1924500000,-67.52468028
1925500000,-67.52623274
1926500000,-67.48710899
1927500000,-67.60762937
1928500000,-67.90077587
1929500000,-67.53709194
1930500000,-67.37088146
1931500000,-67.56030094
1932500000,-67.71422134
1933500000,-67.52650077
1934500000,-67.63676218
1935500000,-67.48682535
1936500000,-67.45925603
1937500000,-67.39652702
1938500000,-67.54076553
1939500000,-67.45788914
1940500000,-67.55689727
1941500000,-67.58008051
1942500000,-67.70607741
1943500000,-67.70310402
1944500000,-67.47694883
1945500000,-67.16739649
1946500000,-67.37303287
1947500000,-67.40983899
1948500000,-67.37182284
1949500000,-67.11030607
1950500000,-67.30909305
1951500000,-67.7080416
1952500000,-67.55350665
1953500000,-67.49848985
1954500000,-67.36741554
1955500000,-67.42803559
1956500000,-67.38990373
1957500000,-67.48015541
1958500000,-67.21587318
1959500000,-67.22601456
1960500000,-67.25477397
1961500000,-67.27686673
1962500000,-67.5371985
1963500000,-67.4070206
1964500000,-67.52010227
1965500000,-67.59159187
1966500000,-67.68490993
1967500000,-67.60053253
1968500000,-67.69211867
1969500000,-67.3794965
1970500000,-67.33709476
1971500000,-67.63236337
1972500000,-67.57284224
1973500000,-67.49862613
1974500000,-67.03099029
1975500000,-67.72459648
1976500000,-67.53258077
1977500000,-67.66753788
1978500000,-67.42808798
1979500000,-67.17522102
1980500000,-67.27014273
1981500000,-67.2958979
1982500000,-67.69622284
1983500000,-67.67022657
1984500000,-67.45147716
1985500000,-67.63707196
1986500000,-67.5367003
1987500000,-67.53030633
1988500000,-67.5515179
1989500000,-67.45132601
1990500000,-67.43560827
1991500000,-67.69387849
1992500000,-66.99620454
1993500000,-66.95663512
1994500000,-67.42318049
1995500000,-67.60775931
1996500000,-67.18371057
1997500000,-67.21510749
1998500000,-67.55351092
1999500000,-67.43722279
2000500000,-67.27700769
2001500000,-67.38911814
2002500000,-67.57076052
2003500000,-67.60105824
2004500000,-67.53162834
2005500000,-67.42630043
2006500000,-67.49090842
2007500000,-67.70977579
2008500000,-67.7868364
2009500000,-67.44279406
2010500000,-67.00218295
2011500000,-67.69692322
2012500000,-67.60557808
2013500000,-67.57839973
2014500000,-67.41717157
2015500000,-67.43565188
2016500000,-67.81442194
2017500000,-67.93539785
2018500000,-67.66089772
2019500000,-67.41620109
2020500000,-67.3659376
2021500000,-67.43722017
2022500000,-67.63402549
2023500000,-67.5900545
2024500000,-67.54101864
2025500000,-67.36201023
2026500000,-67.22795688
2027500000,-67.64633525
2028500000,-67.571608
2029500000,-67.43897621
2030500000,-67.60300397
2031500000,-67.68088496
2032500000,-67.84658178
2033500000,-67.58064059
2034500000,-67.52117272
2035500000,-67.53418959
2036500000,-67.7063802
2037500000,-67.63053161
2038500000,-67.43826969
2039500000,-67.34072472
2040500000,-67.49816904
2041500000,-67.58598854
2042500000,-67.67252862
2043500000,-67.14110907
2044500000,-67.12274456
2045500000,-67.37345464
2046500000,-67.3461574
2047500000,-67.05227586
2048500000,-67.04517585
2049500000,-67.52866183
2050500000,-67.31150122
2051500000,-67.68485037
2052500000,-67.71368734
2053500000,-67.40077305
2054500000,-67.38550569
2055500000,-67.51445173
2056500000,-67.63805496
2057500000,-67.45908037
2058500000,-67.39784616
2059500000,-67.33933582
2060500000,-67.01798129
2061500000,-67.20931376
2062500000,-67.5708047
2063500000,-67.47161703
2064500000,-67.37475625
2065500000,-66.79860574
2066500000,-67.34574626
2067500000,-67.61835564
2068500000,-67.62797655
2069500000,-67.44777352
2070500000,-67.49744387
2071500000,-67.53987802
2072500000,-67.70261948
2073500000,-67.4416967
2074500000,-67.41821316
2075500000,-67.57636421
2076500000,-67.66438516
2077500000,-67.6338622
2078500000,-67.47772462
2079500000,-67.40841084
2080500000,-67.61420431
2081500000,-67.6335024
2082500000,-67.77317794
2083500000,-67.70513254
2084500000,-67.63005197
2085500000,-67.70895559
2086500000,-67.82417583
2087500000,-68.02209119
2088500000,-68.00983935
2089500000,-67.66512919
2090500000,-67.6189077
2091500000,-67.72239931
2092500000,-67.68328483
2093500000,-67.67281125
2094500000,-67.6979562
2095500000,-67.86291381
2096500000,-67.76573271
2097500000,-67.86661653
2098500000,-67.73390049
2099500000,-67.63910318
2100500000,-67.80676481
2101500000,-67.74467186
2102500000,-67.79571267
2103500000,-67.82670297
2104500000,-67.50390088
2105500000,-67.39582756
2106500000,-67.48173528
2107500000,-67.69550433
2108500000,-67.76949928
2109500000,-67.59566366
2110500000,-67.53024504
2111500000,-67.50550985
2112500000,-67.76276757
2113500000,-67.6928747
2114500000,-67.69502547
2115500000,-67.54225694
2116500000,-67.654627
2117500000,-67.564964
2118500000,-67.57665119
2119500000,-67.41231624
2120500000,-67.28364995
2121500000,-67.52614847
2122500000,-67.66630726
2123500000,-67.65721678
2124500000,-67.44773143
2125500000,-67.59931378
2126500000,-67.55091909
2127500000,-67.96612497
2128500000,-67.65537008
2129500000,-67.49293223
2130500000,-67.61377532
2131500000,-67.71120658
2132500000,-67.56199614
2133500000,-67.47087459
2134500000,-67.48019171
2135500000,-67.49264621
2136500000,-67.70780131
2137500000,-67.99329066
2138500000,-67.72962447
2139500000,-67.5014567
2140500000,-67.48770307
2141500000,-67.43628686
2142500000,-67.55526626
2143500000,-67.58974292
2144500000,-67.58492059
2145500000,-67.65819609
2146500000,-67.68076545
2147500000,-67.93110399
2148500000,-67.84489727
2149500000,-67.57293713
2150500000,-67.56926264
2151500000,-67.65957145
2152500000,-67.83441685
2153500000,-67.61484705
2154500000,-67.69383797
2155500000,-67.7339987
2156500000,-67.80327183
2157500000,-67.82246306
2158500000,-67.60698262
2159500000,-67.67323811
2160500000,-67.60664771
2161500000,-67.52355579
2162500000,-67.90685434
2163500000,-67.73332015
2164500000,-67.75432251
2165500000,-67.67303457
2166500000,-67.26341294
2167500000,-67.02071271
2168500000,-67.62892391
2169500000,-67.6221791
2170500000,-67.71942194
2171500000,-67.75777068
2172500000,-67.77216137
2173500000,-67.62283841
2174500000,-67.66954316
2175500000,-67.40421623
2176500000,-67.73050551
2177500000,-67.75194097
2178500000,-67.78774814
2179500000,-67.7124811
2180500000,-67.43500263
2181500000,-67.42277027
2182500000,-67.73189214
2183500000,-67.74852546
2184500000,-67.49897273
2185500000,-67.31060648
2186500000,-67.14193308
2187500000,-67.04274371
2188500000,-67.34821683
2189500000,-67.20765488
2190500000,-67.6200401
2191500000,-67.67636023
2192500000,-67.81578938
2193500000,-67.70677063
2194500000,-67.76582869
2195500000,-67.6263959
2196500000,-67.70981045
2197500000,-67.64046347
2198500000,-67.31259487
2199500000,-66.87560723
2200500000,-67.43310039
2201500000,-67.56946504
2202500000,-67.78113032
2203500000,-67.65043465
2204500000,-67.54806881
2205500000,-67.93595254
2206500000,-68.02119701
2207500000,-68.19619026
2208500000,-67.99566085
2209500000,-67.67760449
2210500000,-67.54139611
2211500000,-67.7506991
2212500000,-67.93403774
2213500000,-67.73478751
2214500000,-67.71695398
2215500000,-67.81208263
2216500000,-67.93201005
2217500000,-67.9095675
2218500000,-67.9189164
2219500000,-67.81463191
2220500000,-67.77230728
2221500000,-67.76103537
2222500000,-67.83300286
2223500000,-67.94857533
2224500000,-67.7843884
2225500000,-67.76162932
2226500000,-67.71886122
2227500000,-67.70923689
2228500000,-67.71471016
2229500000,-67.39034648
2230500000,-67.60450824
2231500000,-67.90140371
2232500000,-67.9207516
2233500000,-67.82401475
2234500000,-67.72830341
2235500000,-67.39657824
2236500000,-67.65355095
2237500000,-67.68141024
2238500000,-67.70027198
2239500000,-67.42324767
2240500000,-67.52378202
2241500000,-67.58403699
2242500000,-67.9973871
2243500000,-67.92297482
2244500000,-67.4792481
2245500000,-67.67567358
2246500000,-67.73808001
2247500000,-67.9613641
2248500000,-67.76560717
2249500000,-67.10804652
2250500000,-67.543046
2251500000,-67.67218284
2252500000,-67.61725367
2253500000,-67.67423671
2254500000,-67.68667965
2255500000,-67.59883181
2256500000,-67.70162015
2257500000,-67.76168609
2258500000,-67.55407146
2259500000,-67.53247835
2260500000,-67.56668393
2261500000,-67.61661906
2262500000,-67.63004289
2263500000,-67.47946882
2264500000,-67.5615945
2265500000,-67.77064218
2266500000,-67.80419977
2267500000,-67.82118078
2268500000,-67.99415724
2269500000,-67.68557189
2270500000,-67.62336515
2271500000,-67.76426232
2272500000,-67.87113004
2273500000,-67.65760369
2274500000,-67.61074437
2275500000,-67.59767827
2276500000,-67.81164396
2277500000,-67.70849096
2278500000,-67.67222226
2279500000,-67.38574371
2280500000,-67.21810174
2281500000,-67.61728628
2282500000,-67.90857932
2283500000,-67.73802619
2284500000,-67.47649229
2285500000,-67.48407062
2286500000,-67.50727441
2287500000,-67.61004652
2288500000,-67.76611817
2289500000,-67.75310996
2290500000,-67.67741171
2291500000,-67.71580149
2292500000,-67.68804556
2293500000,-67.58953298
2294500000,-67.67981632
2295500000,-67.54015012
2296500000,-67.49922964
2297500000,-67.5830105
2298500000,-67.43155756
2299500000,-67.36739613
2300500000,-67.65594926
2301500000,-67.53334141
2302500000,-67.72161726
2303500000,-67.592641
2304500000,-67.53385757
2305500000,-67.342122
2306500000,-67.4182862
2307500000,-67.80817208
2308500000,-67.64061651
2309500000,-67.5343332
2310500000,-67.61855431
2311500000,-67.62514843
2312500000,-67.6302154
2313500000,-67.75119097
2314500000,-67.63792229
2315500000,-67.4196186
2316500000,-67.57885702
2317500000,-67.69493639
2318500000,-67.54689783
2319500000,-67.27935907
2320500000,-67.35004966
2321500000,-67.52204561
2322500000,-67.77076688
2323500000,-67.63023398
2324500000,-67.40545272
2325500000,-67.73990029
2326500000,-67.62319909
2327500000,-67.7540222
2328500000,-67.65835861
2329500000,-67.57880075
2330500000,-67.54111355
2331500000,-67.74481155
2332500000,-67.68119087
2333500000,-67.61272835
2334500000,-67.43488311
2335500000,-67.68474236
2336500000,-67.74947883
2337500000,-67.76157988
2338500000,-67.54389206
2339500000,-67.66434399
2340500000,-67.44015768
2341500000,-67.58976247
2342500000,-67.93307278
2343500000,-67.80987989
2344500000,-67.58227543
2345500000,-67.47911235
2346500000,-67.69680148
2347500000,-67.79440616
2348500000,-67.70440201
2349500000,-67.26070053
2350500000,-67.57026992
2351500000,-67.67391164
2352500000,-67.64414272
2353500000,-67.56834063
2354500000,-67.82230615
2355500000,-67.52612302
2356500000,-67.63362614
2357500000,-67.56285558
2358500000,-67.56117305
2359500000,-67.28991202
2360500000,-67.26107747
2361500000,-67.34096861
2362500000,-67.62530891
2363500000,-67.53334191
2364500000,-67.41701607
2365500000,-67.56362908
2366500000,-67.53178015
2367500000,-67.71895825
2368500000,-67.59005266
2369500000,-67.39511699
2370500000,-67.38951256
2371500000,-67.73152278
2372500000,-67.63607118
2373500000,-67.59774784
2374500000,-67.35318703
2375500000,-67.37813301
2376500000,-67.67501744
2377500000,-67.71702546
2378500000,-67.43962496
2379500000,-67.59906456
2380500000,-67.62028139
2381500000,-67.57185402
2382500000,-67.77165753
2383500000,-67.70377841
2384500000,-67.6288051
2385500000,-67.06595169
2386500000,-67.29664151
2387500000,-67.6236393
2388500000,-67.40637086
2389500000,-67.28305412
2390500000,-67.77420617
2391500000,-67.73172197
2392500000,-67.76463223
2393500000,-67.50112191
2394500000,-67.60151081
2395500000,-67.35634899
2396500000,-67.63084341
2397500000,-67.64642762
2398500000,-67.19919915
2399500000,-67.31885552
2400500000,-67.01928389
2401500000,-66.9035373
2402500000,-67.0004817
2403500000,-66.75932443
2404500000,-66.51012669
2405500000,-66.39675657
2406500000,-66.46628128
2407500000,-66.39548184
2408500000,-66.36186637
2409500000,-66.09072468
2410500000,-66.11342917
2411500000,-65.99494082
2412500000,-66.00054857
2413500000,-66.00763822
