Frequecy,Amp
590500000,-66.21081806
591500000,-66.3796373
592500000,-66.01887696
593500000,-64.82258114
594500000,-65.49541761
595500000,-66.01757821
596500000,-65.89962205
597500000,-66.00556817
598500000,-65.78333207
599500000,-65.07665573
600500000,-65.23105731
601500000,-65.65557255
602500000,-65.45560543
603500000,-65.56510443
604500000,-65.29049787
605500000,-65.51205298
606500000,-65.41039754
607500000,-65.75665589
608500000,-66.47742575
609500000,-66.84923288
610500000,-66.77545734
611500000,-66.79799205
612500000,-66.65069983
613500000,-66.51861912
614500000,-66.30542373
615500000,-66.62719732
616500000,-66.74597066
617500000,-66.77011368
618500000,-66.86922206
619500000,-66.58141457
620500000,-66.78658679
621500000,-66.96575881
622500000,-67.11231721
623500000,-67.07339233
624500000,-66.5438525
625500000,-66.29187188
626500000,-66.75228018
627500000,-66.72871996
628500000,-66.89792713
629500000,-66.900123
630500000,-66.81556306
631500000,-67.02808141
632500000,-66.83876967
633500000,-66.84854047
634500000,-66.9078267
635500000,-66.79156492
636500000,-66.77278563
637500000,-66.68742128
638500000,-66.53608447
639500000,-65.82826911
640500000,-65.17136351
641500000,-66.24294839
642500000,-66.42391094
643500000,-66.44764818
644500000,-66.31212574
645500000,-65.7764513
646500000,-65.78882495
647500000,-65.89955291
648500000,-65.99980776
649500000,-66.05665829
650500000,-66.38318467
651500000,-66.44030042
652500000,-66.3721201
653500000,-66.23759303
654500000,-65.91358405
655500000,-62.09592234
656500000,-60.0539289
657500000,-64.58253466
658500000,-65.54464023
659500000,-62.98457247
660500000,-62.89336692
661500000,-65.25489282
662500000,-65.62751136
663500000,-65.50472846
664500000,-65.65478657
665500000,-65.62047979
666500000,-65.79036734
667500000,-66.09796885
668500000,-66.01318338
669500000,-66.0526623
670500000,-65.71376968
671500000,-65.67084465
672500000,-65.82405658
673500000,-65.53801171
674500000,-65.58916934
675500000,-66.03721191
676500000,-66.00442091
677500000,-66.12925786
678500000,-65.80695395
679500000,-63.95883564
680500000,-64.49646814
681500000,-66.31489007
682500000,-66.61727152
683500000,-66.39323676
684500000,-66.42875182
685500000,-66.67017639
686500000,-66.21197107
687500000,-65.86126059
688500000,-66.39888432
689500000,-66.84715339
690500000,-66.61959763
691500000,-66.61900827
692500000,-66.64473142
693500000,-66.46015587
694500000,-66.42871711
695500000,-66.52088196
696500000,-66.73474067
697500000,-66.74851683
698500000,-66.76553219
699500000,-66.60220933
700500000,-66.86213535
701500000,-66.98577253
702500000,-67.0925413
703500000,-67.14330442
704500000,-67.15599586
705500000,-66.74460493
706500000,-66.84662825
707500000,-67.08505537
708500000,-66.89998148
709500000,-66.69173809
710500000,-66.67164481
711500000,-67.05263859
712500000,-67.05018174
713500000,-66.53006329
714500000,-66.66090763
715500000,-66.38617922
716500000,-66.54227332
717500000,-66.29908601
718500000,-65.44273072
719500000,-65.48266897
720500000,-66.00282824
721500000,-66.290845
722500000,-66.19415778
723500000,-66.37052279
724500000,-66.5351344
725500000,-66.26892824
726500000,-66.37705216
727500000,-66.60764481
728500000,-66.70767268
729500000,-66.73786659
730500000,-66.68281163
731500000,-66.64977836
732500000,-66.79506082
733500000,-66.16936772
734500000,-64.43831194
735500000,-63.79818129
736500000,-63.81421955
737500000,-63.52587487
738500000,-63.46420852
739500000,-63.46050731
740500000,-63.34751175
741500000,-63.41419071
742500000,-63.15193369
743500000,-63.14182156
744500000,-64.70847954
745500000,-64.0488487
746500000,-61.11428835
747500000,-60.43800852
748500000,-60.45122801
749500000,-60.62673541
750500000,-60.41811137
751500000,-60.61813726
752500000,-60.94997254
753500000,-60.80232819
754500000,-60.97760433
755500000,-62.49473149
756500000,-65.25998582
757500000,-66.24108393
758500000,-66.32590871
759500000,-65.98061776
760500000,-67.10350441
761500000,-67.17094871
762500000,-67.32624156
763500000,-67.32172194
764500000,-67.25767935
765500000,-67.15942539
766500000,-67.08275056
767500000,-67.44283731
768500000,-67.34321929
769500000,-67.30949565
770500000,-67.3963503
771500000,-67.64885113
772500000,-67.30268318
773500000,-67.20082882
774500000,-66.78568425
775500000,-67.25788642
776500000,-67.39772952
777500000,-67.30040919
778500000,-67.25081166
779500000,-66.97453582
780500000,-66.81166345
781500000,-66.61629402
782500000,-66.9137699
783500000,-67.24444632
784500000,-67.14049481
785500000,-67.00176415
786500000,-67.30722331
787500000,-67.44588609
788500000,-67.39484776
789500000,-67.22815137
790500000,-67.28326637
791500000,-67.42709143
792500000,-67.16910167
793500000,-67.15099099
794500000,-67.03928021
795500000,-67.29606963
796500000,-67.42950269
797500000,-67.31623514
798500000,-67.28170719
799500000,-67.17693296
800500000,-67.02068481
801500000,-67.11854156
802500000,-67.24327254
803500000,-67.16226359
804500000,-67.13350821
805500000,-67.06058487
806500000,-67.22211961
807500000,-67.30695698
808500000,-67.19452648
809500000,-67.23141447
810500000,-67.32442054
811500000,-67.10636936
812500000,-66.2812874
813500000,-66.8035237
814500000,-67.00846891
815500000,-67.12713517
816500000,-67.24798833
817500000,-67.19168602
818500000,-67.18834689
819500000,-66.81751066
820500000,-67.05972044
821500000,-67.23679491
822500000,-67.32175907
823500000,-67.41866633
824500000,-67.26483782
825500000,-67.16600219
826500000,-67.15774915
827500000,-67.29043249
828500000,-67.17697828
829500000,-67.20398312
830500000,-67.18059042
831500000,-67.3147339
832500000,-67.42360724
833500000,-67.32205062
834500000,-67.35525416
835500000,-67.15350528
836500000,-67.21575189
837500000,-67.2542531
838500000,-67.12550892
839500000,-67.07855957
840500000,-66.86176329
841500000,-66.84194408
842500000,-66.74345775
843500000,-64.92170702
844500000,-65.62350459
845500000,-66.73264986
846500000,-66.77319992
847500000,-67.08321183
848500000,-67.1053271
849500000,-67.06253065
850500000,-66.82704536
851500000,-66.98198964
852500000,-67.29291683
853500000,-66.83712491
854500000,-66.72277413
855500000,-66.94755856
856500000,-67.11424803
857500000,-67.05852236
858500000,-67.02161838
859500000,-66.79234642
860500000,-66.92666468
861500000,-67.28988521
862500000,-67.57153106
863500000,-67.35850844
864500000,-67.19842206
865500000,-67.21641672
866500000,-67.183299
867500000,-67.22205068
868500000,-67.44444755
869500000,-67.15302525
870500000,-67.19434736
871500000,-67.22091874
872500000,-67.25465906
873500000,-67.00767049
874500000,-66.58000569
875500000,-66.69878067
876500000,-67.11754424
877500000,-67.23865127
878500000,-67.22122075
879500000,-67.29500489
880500000,-67.22455252
881500000,-67.21289454
882500000,-67.35397855
883500000,-67.36959747
884500000,-67.24151074
885500000,-66.48760257
886500000,-66.20279715
887500000,-66.70356285
888500000,-67.19310102
889500000,-67.15258905
890500000,-67.21910276
891500000,-67.20272784
892500000,-67.41396887
893500000,-67.13595954
894500000,-67.32648618
895500000,-67.29635205
896500000,-67.33136334
897500000,-67.25929534
898500000,-67.22598994
899500000,-67.20123376
900500000,-66.98850835
901500000,-67.18237856
902500000,-67.18561782
903500000,-66.72506989
904500000,-66.0454727
905500000,-64.87586901
906500000,-64.23135387
907500000,-64.96127487
908500000,-65.68132444
909500000,-66.19291565
910500000,-66.53439638
911500000,-66.96971367
912500000,-67.18489563
913500000,-67.20425351
914500000,-67.16524694
915500000,-66.97424579
916500000,-67.13355154
917500000,-67.31248946
918500000,-67.16761286
919500000,-67.03279429
920500000,-67.58798988
921500000,-67.42972912
922500000,-67.53473476
923500000,-67.51067075
924500000,-67.49978717
925500000,-67.37037835
926500000,-67.42352574
927500000,-67.61827027
928500000,-67.51020469
929500000,-67.31685666
930500000,-67.44379344
931500000,-67.47937642
932500000,-67.56442807
933500000,-67.60773799
934500000,-67.30595077
935500000,-67.24074117
936500000,-67.17324492
937500000,-67.09638833
938500000,-67.34229773
939500000,-67.39456304
940500000,-67.3387722
941500000,-67.27934696
942500000,-67.63905432
943500000,-67.44047508
944500000,-67.14144144
945500000,-67.31080532
946500000,-67.45973835
947500000,-67.48584419
948500000,-67.41941092
949500000,-67.34830321
950500000,-67.42626428
951500000,-67.72206006
952500000,-67.794525
953500000,-67.14113658
954500000,-67.33952081
955500000,-67.36137072
956500000,-67.34954716
957500000,-67.55883912
958500000,-67.29408009
959500000,-67.35125346
960500000,-67.40595915
961500000,-67.58348628
962500000,-67.86059606
963500000,-67.70264983
964500000,-67.58791505
965500000,-67.31896838
966500000,-67.48746505
967500000,-67.75188761
968500000,-67.75315049
969500000,-67.52403621
970500000,-67.41619314
971500000,-67.62066372
972500000,-67.69074946
973500000,-67.31806456
974500000,-67.37070421
975500000,-67.42108071
976500000,-67.39603732
977500000,-67.71737752
978500000,-67.54208407
979500000,-67.54701861
980500000,-67.36460762
981500000,-67.50476003
982500000,-67.7226205
983500000,-67.51071493
984500000,-67.36804812
985500000,-67.42859737
986500000,-67.50662785
987500000,-67.63053006
988500000,-67.623629
989500000,-67.39725792
990500000,-67.43436915
991500000,-67.79106865
992500000,-67.80849328
993500000,-67.6032351
994500000,-67.48187043
995500000,-67.50561457
996500000,-67.50306609
997500000,-67.55075926
998500000,-67.33347911
999500000,-67.36579608
1000500000,-67.25923643
1001500000,-67.37413737
1002500000,-67.65838522
1003500000,-67.51839946
1004500000,-67.45184862
1005500000,-67.44220344
1006500000,-67.58727915
1007500000,-67.8021625
1008500000,-67.66299317
1009500000,-67.65419051
1010500000,-67.35497092
1011500000,-67.5059257
1012500000,-67.52117618
1013500000,-67.54849772
1014500000,-67.3169632
1015500000,-67.59485051
1016500000,-67.62413236
1017500000,-67.64826581
1018500000,-67.59091948
1019500000,-67.44167143
1020500000,-67.33892274
1021500000,-67.39178942
1022500000,-67.58786597
1023500000,-67.41933624
1024500000,-67.40184077
1025500000,-67.45521129
1026500000,-67.5548222
1027500000,-67.67335646
1028500000,-67.58423717
1029500000,-67.34295463
1030500000,-67.24859794
1031500000,-67.33975205
1032500000,-67.67905415
1033500000,-67.52303289
1034500000,-67.36047781
1035500000,-67.54048049
1036500000,-67.622072
1037500000,-67.56189412
1038500000,-67.53952696
1039500000,-67.41734211
1040500000,-67.27309587
1041500000,-67.31452892
1042500000,-67.40139094
1043500000,-67.3557319
1044500000,-67.25957551
1045500000,-67.4286504
1046500000,-67.3507637
1047500000,-67.47703289
1048500000,-67.36234298
1049500000,-66.54545562
1050500000,-66.51080778
1051500000,-67.57220245
1052500000,-67.74785811
1053500000,-67.2199323
1054500000,-67.36674347
1055500000,-67.22214199
1056500000,-67.41286974
1057500000,-67.35000116
1058500000,-67.1710585
1059500000,-67.24796772
1060500000,-67.60636949
1061500000,-67.42563419
1062500000,-67.73260851
1063500000,-67.52607503
1064500000,-67.52757199
1065500000,-67.52637013
1066500000,-67.45959448
1067500000,-67.70815523
1068500000,-67.73653335
1069500000,-67.70838261
1070500000,-67.49526066
1071500000,-67.38259951
1072500000,-67.67133095
1073500000,-67.454159
1074500000,-67.61211452
1075500000,-67.50592951
1076500000,-67.55082718
1077500000,-67.64307568
1078500000,-67.6240138
1079500000,-67.64878837
1080500000,-67.57961102
1081500000,-67.6501909
1082500000,-67.69763458
1083500000,-67.59371691
1084500000,-67.38220755
1085500000,-67.61952999
1086500000,-67.66724488
1087500000,-67.63473931
1088500000,-67.78627651
1089500000,-67.46582349
1090500000,-67.49389928
1091500000,-67.66763833
1092500000,-67.49191603
1093500000,-67.10996178
1094500000,-67.25897943
1095500000,-67.48416662
1096500000,-67.70775792
1097500000,-67.63146532
1098500000,-67.4894564
1099500000,-67.20136082
1100500000,-67.04805802
1101500000,-67.49911748
1102500000,-67.63230791
1103500000,-67.6107865
1104500000,-67.5958635
1105500000,-67.63146602
1106500000,-67.44118596
1107500000,-67.70337967
1108500000,-67.74302971
1109500000,-67.44799646
1110500000,-67.64243519
1111500000,-67.88673263
1112500000,-67.6606396
1113500000,-67.7120023
1114500000,-67.55473258
1115500000,-67.46453845
1116500000,-67.59520908
1117500000,-67.57895008
1118500000,-67.47939475
1119500000,-67.49701371
1120500000,-67.36694383
1121500000,-67.21317021
1122500000,-67.37823626
1123500000,-67.25024639
1124500000,-66.90033979
1125500000,-67.358297
1126500000,-67.48897928
1127500000,-67.63159594
1128500000,-67.67636833
1129500000,-67.50525292
1130500000,-67.37179849
1131500000,-67.59631752
1132500000,-67.58082367
1133500000,-67.50174451
1134500000,-67.37806044
1135500000,-67.57588225
1136500000,-67.76938961
1137500000,-67.84891612
1138500000,-67.62021749
1139500000,-67.32716151
1140500000,-67.4284143
1141500000,-67.38854715
1142500000,-67.51303415
1143500000,-67.514658
1144500000,-67.19885101
1145500000,-67.28553359
1146500000,-67.50817457
1147500000,-67.60616911
1148500000,-67.3663748
1149500000,-66.74993755
1150500000,-66.53852493
1151500000,-67.31386381
1152500000,-67.30372675
1153500000,-67.12194511
1154500000,-67.1385755
1155500000,-67.16160057
1156500000,-67.27360251
1157500000,-67.32996249
1158500000,-67.22086087
1159500000,-67.25570183
1160500000,-67.46160956
1161500000,-67.52284596
1162500000,-67.67239886
1163500000,-67.5663128
1164500000,-67.33624333
1165500000,-67.46118181
1166500000,-67.71584232
1167500000,-67.715101
1168500000,-67.48493991
1169500000,-67.50643897
1170500000,-67.46334045
1171500000,-67.60487222
1172500000,-67.62238176
1173500000,-67.48278646
1174500000,-67.2827059
1175500000,-67.38478229
1176500000,-67.70115832
1177500000,-67.76664448
1178500000,-67.6707281
1179500000,-67.67340701
1180500000,-67.415643
1181500000,-67.40339585
1182500000,-67.51739729
1183500000,-67.38764733
1184500000,-67.51076138
1185500000,-67.22322704
1186500000,-67.20937405
1187500000,-67.19144312
1188500000,-67.23897511
1189500000,-67.23949733
1190500000,-67.25635857
1191500000,-67.58519699
1192500000,-67.59163145
1193500000,-67.53541054
1194500000,-67.52038633
1195500000,-67.44605215
1196500000,-67.31580568
1197500000,-67.46922755
1198500000,-67.3342734
1199500000,-67.15075686
1200500000,-67.24998726
1201500000,-67.33437168
1202500000,-67.47412828
1203500000,-67.22459552
1204500000,-67.16979446
1205500000,-67.39367379
1206500000,-67.53401485
1207500000,-67.39194847
1208500000,-67.23990505
1209500000,-67.2164994
1210500000,-67.2027738
1211500000,-67.34920999
1212500000,-67.52452879
1213500000,-67.46958695
1214500000,-67.30493432
1215500000,-67.25825761
1216500000,-67.49083812
1217500000,-67.26021745
1218500000,-67.03118359
1219500000,-67.12796824
1220500000,-67.32182059
1221500000,-67.4485865
1222500000,-67.56444967
1223500000,-67.68081458
1224500000,-67.46631599
1225500000,-43.85665573
1226500000,-56.09984712
1227500000,-65.64503994
1228500000,-66.20493364
1229500000,-66.47918117
1230500000,-67.47926178
1231500000,-67.73509091
1232500000,-67.89739579
1233500000,-67.63242977
1234500000,-67.46973168
1235500000,-66.26728042
1236500000,-66.36569801
1237500000,-66.08105207
1238500000,-65.99985681
1239500000,-64.64511981
1240500000,-67.1439661
1241500000,-67.35306737
1242500000,-67.36445475
1243500000,-67.55440087
1244500000,-67.32720981
1245500000,-67.41202904
1246500000,-67.25957329
1247500000,-67.48964453
